dt,cat,bytestotal
201910060100,GHI,2720537574953
201910060100,JKL,8115317557838
201910060100,MNO,702001677547
201910060100,ABC,2067485136077
201910060100,DEF,2029474800518
201910060100,GHI,7704063535679
201910060100,JKL,4329771341
201910060100,MNO,611268544350
201910060100,ABC,1828348173757
201910060100,DEF,1738045500760
201910060100,GHI,7442374421122
201910060100,JKL,19614805372
201910060100,MNO,215185254203
201910060100,ABC,7286723110
201910060200,DEF,656644632526
201910060200,GHI,2975375326374
201910060200,JKL,2941551120277
201910060200,MNO,23570214091338
201910060200,ABC,1083546217
201910060200,DEF,363472764680
201910060200,GHI,2992291617551
201910060200,JKL,2789715613527
201910060200,MNO,8203522617952
201910060200,ABC,635980484753
201910060200,DEF,1828106219155
201910060200,GHI,1724299442871
201910060200,JKL,6829929744708
201910060200,MNO,3031364346
201910060200,ABC,522017607968
201910060200,DEF,1573489958267
201910060200,GHI,1464125298655
201910060200,JKL,6328555604049
201910060200,MNO,20538206870
201910060200,ABC,185852261650
201910060200,DEF,7311932309
201910060300,GHI,644856648259
201910060300,JKL,2971205057734
201910060300,MNO,3004977023013
201910060300,ABC,23954202236836
201910060300,DEF,1087424890
201910060300,GHI,340951513254
201910060300,JKL,2759204668074
201910060300,MNO,2652921657592
201910060300,ABC,8158991855177
201910060300,DEF,533199637069
201910060300,GHI,1524830789381
201910060300,JKL,1439077828895
201910060300,MNO,5551507319790
201910060300,ABC,4028164529
201910060300,DEF,389299552208
201910060300,GHI,1171314153103
201910060300,JKL,1087550507799
201910060300,MNO,4728485840639
201910060300,ABC,15933291485
201910060300,DEF,180246331208
201910060300,GHI,8630833182
201910060400,JKL,579810273542
201910060400,MNO,2763626389499
201910060400,ABC,2804554783955
201910060400,DEF,22302373909400
201910060400,GHI,1047936041
201910060400,JKL,341657620723
201910060400,MNO,2652923905468
201910060400,ABC,2530342089433
201910060400,DEF,8077665352837
201910060400,GHI,432636656719
201910060400,JKL,1172486249420
201910060400,MNO,1144628212816
201910060400,ABC,4351156435071
201910060400,DEF,3359994459
201910060400,GHI,284637919922
201910060400,JKL,820444553059
201910060400,MNO,767780981075
201910060400,ABC,3276419263097
201910060400,DEF,15288915307
201910060400,GHI,153049298270
201910060400,JKL,8447984826
201910060500,MNO,439621666307
201910060500,ABC,2281914920939
201910060500,DEF,2275488807787
201910060500,GHI,18131514335139
201910060500,JKL,1069486702
201910060500,MNO,287988074815
201910060500,ABC,2490002063607
201910060500,DEF,2381998933641
201910060500,GHI,7399309915844
201910060500,JKL,305263771806
201910060500,MNO,815726205626
201910060500,ABC,781644144485
201910060500,DEF,3019561661893
201910060500,GHI,4220412490
201910060500,JKL,203919398751
201910060500,MNO,551169729076
201910060500,ABC,511382341736
201910060500,DEF,2198454822332
201910060500,GHI,12300313460
201910060500,JKL,143895484873
201910060500,MNO,7314338629
201910060600,ABC,337028742675
201910060600,DEF,1712832612633
201910060600,GHI,1733515427851
201910060600,JKL,13565544294216
201910060600,MNO,990837247
201910060600,ABC,222928567939
201910060600,DEF,1995980716462
201910060600,GHI,1907440603148
201910060600,JKL,5861587688964
201910060600,MNO,227680654800
201910060600,ABC,579478764657
201910060600,DEF,523050993631
201910060600,GHI,2067447175360
201910060600,JKL,3745276139
201910060600,MNO,138636067391
201910060600,ABC,395751453046
201910060600,DEF,351649882460
201910060600,GHI,1535991466470
201910060600,JKL,11593016077
201910060600,MNO,115271382898
201910060600,ABC,8665555913
201910060700,DEF,253335806681
201910060700,GHI,1214049397017
201910060700,JKL,1202294060187
201910060700,MNO,9463940378271
201910060700,ABC,988138779
201910060700,DEF,161455741961
201910060700,GHI,1417801791963
201910060700,JKL,1390624088002
201910060700,MNO,4138064068089
201910060700,ABC,171168026245
201910060700,DEF,410701007905
201910060700,GHI,364051764113
201910060700,JKL,1445520967502
201910060700,MNO,4071586705
201910060700,ABC,119181808262
201910060700,DEF,301228572140
201910060700,GHI,263656137247
201910060700,JKL,1198205750025
201910060700,MNO,7216682480
201910060700,ABC,92194715358
201910060700,DEF,7189443951
201910060800,GHI,197245375760
201910060800,JKL,904382725478
201910060800,MNO,872743627436
201910060800,ABC,6817586007395
201910060800,DEF,1321710032
201910060800,GHI,109442453773
201910060800,JKL,1017605632626
201910060800,MNO,937816234124
201910060800,ABC,2865383372991
201910060800,DEF,130788758772
201910060800,GHI,316549977551
201910060800,JKL,277151658685
201910060800,MNO,1089190189020
201910060800,ABC,4546653436
201910060800,DEF,97779726089
201910060800,GHI,260905715464
201910060800,JKL,214545797694
201910060800,MNO,986009328008
201910060800,ABC,5409730554
201910060800,DEF,70718676469
201910060800,GHI,7753280410
201910060900,JKL,141832330120
201910060900,MNO,664723574283
201910060900,ABC,617360369241
201910060900,DEF,5048902166662
201910060900,GHI,986346551
201910060900,JKL,87646741164
201910060900,MNO,746650617227
201910060900,ABC,664382361495
201910060900,DEF,2118450631229
201910060900,GHI,125986774778
201910060900,JKL,286897562599
201910060900,MNO,240531589577
201910060900,ABC,1028065145884
201910060900,DEF,3561965497
201910060900,GHI,117704441189
201910060900,JKL,292319464544
201910060900,MNO,244660615390
201910060900,ABC,1079305701709
201910060900,DEF,2469180221
201910060900,GHI,45364385182
201910060900,JKL,9351177411
201910061000,MNO,143861272831
201910061000,ABC,557125512231
201910061000,DEF,500266665485
201910061000,GHI,4077206828408
201910061000,JKL,1036218302
201910061000,MNO,67197451532
201910061000,ABC,553810853535
201910061000,DEF,514243134823
201910061000,GHI,1592043198054
201910061000,JKL,149243491736
201910061000,MNO,365239282159
201910061000,ABC,332878432375
201910061000,DEF,1259704398692
201910061000,GHI,6362988868
201910061000,JKL,183826833410
201910061000,MNO,460793373460
201910061000,ABC,401242296840
201910061000,DEF,1773142746250
201910061000,GHI,1759405804
201910061000,JKL,32767758301
201910061000,MNO,7615244438
201910061100,ABC,150427138163
201910061100,DEF,580507356099
201910061100,GHI,516476763742
201910061100,JKL,4069517826828
201910061100,MNO,975284991
201910061100,ABC,58438376837
201910061100,DEF,492401336361
201910061100,GHI,449028853871
201910061100,JKL,1239984887776
201910061100,MNO,234770500245
201910061100,ABC,618887894706
201910061100,DEF,559435477359
201910061100,GHI,2058567963961
201910061100,JKL,6637046987
201910061100,MNO,300051019034
201910061100,ABC,858597169013
201910061100,DEF,746585837156
201910061100,GHI,3244960855955
201910061100,JKL,1300818480
201910061100,MNO,34532838077
201910061100,ABC,7603710356
201910061200,DEF,193376849489
201910061200,GHI,691938138874
201910061200,JKL,658805764948
201910061200,MNO,5123168593728
201910061200,ABC,987023264
201910061200,DEF,67653886567
201910061200,GHI,569174107466
201910061200,JKL,504123216203
201910061200,MNO,1278086105366
201910061200,ABC,368856568431
201910061200,DEF,982928146997
201910061200,GHI,899686120655
201910061200,JKL,3451214376406
201910061200,MNO,3732146478
201910061200,ABC,419052996632
201910061200,DEF,1209727991033
201910061200,GHI,1108056193236
201910061200,JKL,4713577785323
201910061200,MNO,1374153631
201910061200,ABC,31248308690
201910061200,DEF,9048496927
201910061300,GHI,276705443857
201910061300,JKL,1051337131522
201910061300,MNO,1096384180340
201910061300,ABC,8326096743550
201910061300,DEF,1086730414
201910061300,GHI,104209699882
201910061300,JKL,806634712571
201910061300,MNO,746979553868
201910061300,ABC,2043744347728
201910061300,DEF,487559710342
201910061300,GHI,1312775530227
201910061300,JKL,1255634449147
201910061300,MNO,4872880751887
201910061300,ABC,6703085103
201910061300,DEF,518267341159
201910061300,GHI,1518620209190
201910061300,JKL,1398023572908
201910061300,MNO,5994600750518
201910061300,ABC,1939183033
201910061300,DEF,42035176223
201910061300,GHI,7328949419
201910061400,JKL,396085735412
201910061400,MNO,1698763673973
201910061400,ABC,1735262987759
201910061400,DEF,13097102620676
201910061400,GHI,1362371710
201910061400,JKL,158376354333
201910061400,MNO,1345897914319
201910061400,ABC,1234777978401
201910061400,DEF,3609846030213
201910061400,GHI,570691828676
201910061400,JKL,1654431370752
201910061400,MNO,1572364468194
201910061400,ABC,6032359360967
201910061400,DEF,4509871203
201910061400,GHI,573252343085
201910061400,JKL,1758799176984
201910061400,MNO,1618742015537
201910061400,ABC,7048196919193
201910061400,DEF,3126628932
201910061400,GHI,65417093115
201910061400,JKL,7280529216
201910061500,MNO,469436001264
201910061500,ABC,2056325381885
201910061500,DEF,2016443324397
201910061500,GHI,15743857294062
201910061500,JKL,1130407745
201910061500,MNO,229339445993
201910061500,ABC,1905773975214
201910061500,DEF,1708415853028
201910061500,GHI,5166214592940
201910061500,JKL,626145772817
201910061500,MNO,1886389204254
201910061500,ABC,1769852600245
201910061500,DEF,6895307818037
201910061500,GHI,3203380691
201910061500,JKL,619754305460
201910061500,MNO,1954568447561
201910061500,ABC,1839788897020
201910061500,DEF,7833295355770
201910061500,GHI,5771134547
201910061500,JKL,101711182567
201910061500,MNO,8032000331
201910061600,ABC,552790997659
201910061600,DEF,2261495331729
201910061600,GHI,2142077217904
201910061600,JKL,17178388286914
201910061600,MNO,1080442196
201910061600,ABC,284143625164
201910061600,DEF,2298559094434
201910061600,GHI,2037036852290
201910061600,JKL,6117010679235
201910061600,MNO,697001512489
201910061600,ABC,2093376998338
201910061600,DEF,1989570719429
201910061600,GHI,7767342006456
201910061600,JKL,4314034797
201910061600,MNO,677127678148
201910061600,ABC,2085005338186
201910061600,DEF,1970643271445
201910061600,GHI,8488965477932
201910061600,JKL,9857614102
201910061600,MNO,129084301307
201910061600,ABC,5727353142
201910061700,DEF,595152931095
201910061700,GHI,2296652947454
201910061700,JKL,2205069831559
201910061700,MNO,17988091639139
201910061700,ABC,1146053990
201910061700,DEF,322618521837
201910061700,GHI,2442141541198
201910061700,JKL,2298583115020
201910061700,MNO,6749128516937
201910061700,ABC,722918411010
201910061700,DEF,2293004147037
201910061700,GHI,2169614454365
201910061700,JKL,8532330551757
201910061700,MNO,3672407069
201910061700,ABC,703379861407
201910061700,DEF,2150404142923
201910061700,GHI,2013463496376
201910061700,JKL,8873774072411
201910061700,MNO,12686588752
201910061700,ABC,180996567440
201910061700,DEF,7858230949
201910061800,GHI,641374780932
201910061800,JKL,2369044280138
201910061800,MNO,2256872753223
201910061800,ABC,18524484180151
201910061800,DEF,1119872466
201910061800,GHI,352732935329
201910061800,JKL,2546207827831
201910061800,MNO,2393546861915
201910061800,ABC,7043621000588
201910061800,DEF,732748200467
201910061800,GHI,2261036261307
201910061800,JKL,2168992196997
201910061800,MNO,8549893981534
201910061800,ABC,2897764162
201910061800,DEF,715598484000
201910061800,GHI,2164878725315
201910061800,JKL,2011272618336
201910061800,MNO,8824451677880
201910061800,ABC,18568204138
201910061800,DEF,200513810340
201910061800,GHI,7066048276
201910061900,JKL,649773060341
201910061900,MNO,2454613759720
201910061900,ABC,2298293042966
201910061900,DEF,18966322239552
201910061900,GHI,1104068426
201910061900,JKL,374629086989
201910061900,MNO,2756266923665
201910061900,ABC,2531359637304
201910061900,DEF,7443739161009
201910061900,GHI,725628762369
201910061900,JKL,2311518726537
201910061900,MNO,2192322897123
201910061900,ABC,8718365236965
201910061900,DEF,3980772202
201910061900,GHI,703089394073
201910061900,JKL,2183352252937
201910061900,MNO,1989062801810
201910061900,ABC,8824315310455
201910061900,DEF,19804028306
201910061900,GHI,226994980257
201910061900,JKL,6979124325
201910062000,MNO,654334516381
201910062000,ABC,2448351595836
201910062000,DEF,2314330214870
201910062000,GHI,19292122143616
201910062000,JKL,1694118615
201910062000,MNO,383380352468
201910062000,ABC,2803367331317
201910062000,DEF,2560189541235
201910062000,GHI,7627439283117
201910062000,JKL,726856172536
201910062000,MNO,2234548780732
201910062000,ABC,2161914036580
201910062000,DEF,8271699506728
201910062000,GHI,4553386810
201910062000,JKL,692130860944
201910062000,MNO,2079301722576
201910062000,ABC,1939081315877
201910062000,DEF,8335852323424
201910062000,GHI,20557085295
201910062000,JKL,220311826347
201910062000,MNO,7945760294
201910062100,ABC,664500480487
201910062100,DEF,2499465570263
201910062100,GHI,2446067567194
201910062100,JKL,19409028053710
201910062100,MNO,1113654021
201910062100,ABC,384300045992
201910062100,DEF,2837826912727
201910062100,GHI,2674013264209
201910062100,JKL,7740860904386
201910062100,MNO,694778371041
201910062100,ABC,2108287849116
201910062100,DEF,2009193999567
201910062100,GHI,7798616044014
201910062100,JKL,5240847635
201910062100,MNO,634496831592
201910062100,ABC,1919360283546
201910062100,DEF,1747037439109
201910062100,GHI,7587128421854
201910062100,JKL,19890546534
201910062100,MNO,219260031397
201910062100,ABC,7426628162
201910062200,DEF,657627244773
201910062200,GHI,2519836974859
201910062200,JKL,2431007666172
201910062200,MNO,19724032695360
201910062200,ABC,1138014176
201910062200,DEF,387829804678
201910062200,GHI,2926500064799
201910062200,JKL,2661094801580
201910062200,MNO,7794050590779
201910062200,ABC,667350868472
201910062200,DEF,1988384554198
201910062200,GHI,1937936592303
201910062200,JKL,7522689682572
201910062200,MNO,4725006871
201910062200,ABC,587557982645
201910062200,DEF,1720415144414
201910062200,GHI,1571012315807
201910062200,JKL,6873769470222
201910062200,MNO,21568954041
201910062200,ABC,216705471686
201910062200,DEF,7103003030
201910062300,GHI,642285948061
201910062300,JKL,2593355939433
201910062300,MNO,2424192033486
201910062300,ABC,19867941799547
201910062300,DEF,1433261489
201910062300,GHI,387743730408
201910062300,JKL,2908279989538
201910062300,MNO,2658518021754
201910062300,ABC,7839654796282
201910062300,DEF,633698116740
201910062300,GHI,1918554423951
201910062300,JKL,1800458652932
201910062300,MNO,7045423266767
201910062300,ABC,2992422380
201910062300,DEF,556129763367
201910062300,GHI,1634559643304
201910062300,JKL,1474246670672
201910062300,MNO,6498777448934
201910062300,ABC,20532850133
201910062300,DEF,204414406876
201910062300,GHI,9100183088
201910070000,JKL,630884924756
201910070000,MNO,2531689853196
201910070000,ABC,2471932361333
201910070000,DEF,20255176095888
201910070000,GHI,2091244819
201910070000,JKL,354609904262
201910070000,MNO,2893963355201
201910070000,ABC,2637914847304
201910070000,DEF,7836691349604
201910070000,GHI,613165464744
201910070000,JKL,1767737797168
201910070000,MNO,1649636449985
201910070000,ABC,6621375735384
201910070000,DEF,3685787502
201910070000,GHI,516752526603
201910070000,JKL,1496234258825
201910070000,MNO,1373235927522
201910070000,ABC,6100070271947
201910070000,DEF,16457579394
201910070000,GHI,185608167573
201910070000,JKL,7954148163
201910070100,MNO,620452279425
201910070100,ABC,2770943211576
201910070100,DEF,2669095709901
201910070100,GHI,21581478067324
201910070100,JKL,1247638437
201910070100,MNO,338746271080
201910070100,ABC,2891088439241
201910070100,DEF,2700284387915
201910070100,GHI,8022731351478
201910070100,JKL,571314599071
201910070100,MNO,1618612268148
201910070100,ABC,1526098548563
201910070100,DEF,6114163326000
201910070100,GHI,3744078871
201910070100,JKL,445519458906
201910070100,MNO,1365218510939
201910070100,ABC,1271982501189
201910070100,DEF,5547200512365
201910070100,GHI,15181644441
201910070100,JKL,175626704017
201910070100,MNO,7447328699
201910070200,ABC,615695631956
201910070200,DEF,3011886944474
201910070200,GHI,2872421657185
201910070200,JKL,23172181083171
201910070200,MNO,1222471513
201910070200,ABC,328696985768
201910070200,DEF,3047400599391
201910070200,GHI,2729147374031
201910070200,JKL,8155370637985
201910070200,MNO,502950983409
201910070200,ABC,1394527007917
201910070200,DEF,1290800665321
201910070200,GHI,5185143587505
201910070200,JKL,3140083288
201910070200,MNO,352518547207
201910070200,ABC,1107472098822
201910070200,DEF,1012473258911
201910070200,GHI,4319012760583
201910070200,JKL,12955295121
201910070200,MNO,162016741962
201910070200,ABC,7960255609
201910070300,DEF,606708274751
201910070300,GHI,3022808334679
201910070300,JKL,2925582001484
201910070300,MNO,23502887556071
201910070300,ABC,1246315732
201910070300,DEF,323618456823
201910070300,GHI,2942111931731
201910070300,JKL,2642917794496
201910070300,MNO,8170140590611
201910070300,ABC,399648436196
201910070300,DEF,1097240347974
201910070300,GHI,998172290669
201910070300,JKL,3916106104971
201910070300,MNO,4048844220
201910070300,ABC,241200955768
201910070300,DEF,736328409768
201910070300,GHI,669304451076
201910070300,JKL,3005896754676
201910070300,MNO,10892697122
201910070300,ABC,146629717679
201910070300,DEF,8589294193
201910070400,GHI,508629413104
201910070400,JKL,2638670913734
201910070400,MNO,2580301476171
201910070400,ABC,20545235075068
201910070400,DEF,1202962504
201910070400,GHI,293426593658
201910070400,JKL,2730238470850
201910070400,MNO,2516288061307
201910070400,ABC,7843246809714
201910070400,DEF,281323615060
201910070400,GHI,770182933461
201910070400,JKL,668387952481
201910070400,MNO,2664942500081
201910070400,ABC,4289765371
201910070400,DEF,162219862610
201910070400,GHI,483975831486
201910070400,JKL,459354769986
201910070400,MNO,1900421083283
201910070400,ABC,8924162498
201910070400,DEF,132918053196
201910070400,GHI,7187538652
201910070500,JKL,373823044560
201910070500,MNO,1847583550323
201910070500,ABC,1838015852515
201910070500,DEF,14848891702117
201910070500,GHI,1142431062
201910070500,JKL,236472126819
201910070500,MNO,2342386899755
201910070500,ABC,2123671221617
201910070500,DEF,6554285001120
201910070500,GHI,203489083407
201910070500,JKL,506160588142
201910070500,MNO,447454113976
201910070500,ABC,1779012996476
201910070500,DEF,6239471847
201910070500,GHI,114967416079
201910070500,JKL,314984543546
201910070500,MNO,308521378400
201910070500,ABC,1261349745199
201910070500,DEF,7926744857
201910070500,GHI,121978721154
201910070500,JKL,7352711269
201910070600,MNO,260335425725
201910070600,ABC,1197008626325
201910070600,DEF,1219590532072
201910070600,GHI,9986204130756
201910070600,JKL,980554511
201910070600,MNO,182724009399
201910070600,ABC,1603274430974
201910070600,DEF,1464166901048
201910070600,GHI,4544557453290
201910070600,JKL,142834360289
201910070600,MNO,375952062342
201910070600,ABC,307705716487
201910070600,DEF,1205367170973
201910070600,GHI,4462360722
201910070600,JKL,86902019187
201910070600,MNO,249525962275
201910070600,ABC,223414488372
201910070600,DEF,955207763131
201910070600,GHI,4915893781
201910070600,JKL,89158931968
201910070600,MNO,7924684294
201910070700,ABC,188294666926
201910070700,DEF,818702982401
201910070700,GHI,788121249344
201910070700,JKL,6539235228064
201910070700,MNO,991565203
201910070700,ABC,123858055919
201910070700,DEF,1091277978465
201910070700,GHI,939406758211
201910070700,JKL,2993283165541
201910070700,MNO,113323126674
201910070700,ABC,294039548605
201910070700,DEF,232241140074
201910070700,GHI,916171366263
201910070700,JKL,3590984573
201910070700,MNO,77345127588
201910070700,ABC,226309083652
201910070700,DEF,198733664522
201910070700,GHI,861459347458
201910070700,JKL,2723127582
201910070700,MNO,67016723915
201910070700,ABC,6165017882
201910070800,DEF,138047014815
201910070800,GHI,586566793325
201910070800,JKL,601096341247
201910070800,MNO,5030988242024
201910070800,ABC,977271951
201910070800,DEF,90303235888
201910070800,GHI,732299253516
201910070800,JKL,665217366673
201910070800,MNO,2008827665170
201910070800,ABC,111338777716
201910070800,DEF,269632290878
201910070800,GHI,236683434280
201910070800,JKL,877662367550
201910070800,MNO,4433578215
201910070800,ABC,90824298108
201910070800,DEF,269955887523
201910070800,GHI,222972515315
201910070800,JKL,1020832821867
201910070800,MNO,2820018242
201910070800,ABC,45414413881
201910070800,DEF,7336859307
201910070900,GHI,119018288422
201910070900,JKL,458396903375
201910070900,MNO,495397540887
201910070900,ABC,3921001951172
201910070900,DEF,983878540
201910070900,GHI,62966133941
201910070900,JKL,563734413250
201910070900,MNO,505993979781
201910070900,ABC,1477399559367
201910070900,DEF,156318285096
201910070900,GHI,383476203946
201910070900,JKL,364800776529
201910070900,MNO,1294552065266
201910070900,ABC,4850785930
201910070900,DEF,162848044250
201910070900,GHI,456841701627
201910070900,JKL,428940716048
201910070900,MNO,1871587076218
201910070900,ABC,1176772815
201910070900,DEF,37931400321
201910070900,GHI,9089644534
201910071000,JKL,125434345453
201910071000,MNO,428639332669
201910071000,ABC,459889448262
201910071000,DEF,3535968618047
201910071000,GHI,985291657
201910071000,JKL,56694529404
201910071000,MNO,471773655313
201910071000,ABC,418183449724
201910071000,DEF,1171328832777
201910071000,GHI,265699338606
201910071000,JKL,690806621258
201910071000,MNO,680411124835
201910071000,ABC,2580045464675
201910071000,DEF,2537461795
201910071000,GHI,328072009390
201910071000,JKL,971130460930
201910071000,MNO,892549438912
201910071000,ABC,3872007509411
201910071000,DEF,1339134644
201910071000,GHI,26637296717
201910071000,JKL,7503279244
201910071100,MNO,175727546694
201910071100,ABC,550064012809
201910071100,DEF,607895600483
201910071100,GHI,4453127507843
201910071100,JKL,1290448153
201910071100,MNO,67564953658
201910071100,ABC,470580526445
201910071100,DEF,427405490660
201910071100,GHI,1209310720545
201910071100,JKL,454731251600
201910071100,MNO,1213684851040
201910071100,ABC,1216616501506
201910071100,DEF,4819813814798
201910071100,GHI,2975191436
201910071100,JKL,528265876564
201910071100,MNO,1635718890302
201910071100,ABC,1494721483377
201910071100,DEF,6536171579132
201910071100,GHI,1311176396
201910071100,JKL,31265269529
201910071100,MNO,7205964184
201910071200,ABC,285450242816
201910071200,DEF,955089523547
201910071200,GHI,992689622425
201910071200,JKL,7387904490261
201910071200,MNO,822549449
201910071200,ABC,93935111409
201910071200,DEF,685630665957
201910071200,GHI,615026155168
201910071200,JKL,1764922764210
201910071200,MNO,605827157747
201910071200,ABC,1705383760538
201910071200,DEF,1681598861136
201910071200,GHI,6782888481781
201910071200,JKL,3510613703
201910071200,MNO,600714670617
201910071200,ABC,1908237101369
201910071200,DEF,1777623595285
201910071200,GHI,7723283814150
201910071200,JKL,1913569426
201910071200,MNO,40915086530
201910071200,ABC,8368114947
201910071300,DEF,456068101667
201910071300,GHI,1479722027681
201910071300,JKL,1544376081929
201910071300,MNO,11811232744497
201910071300,ABC,998815841
201910071300,DEF,158390141168
201910071300,GHI,1182315534239
201910071300,JKL,1017456011271
201910071300,MNO,3023865539880
201910071300,ABC,645385643322
201910071300,DEF,1816865671259
201910071300,GHI,1800992074334
201910071300,JKL,7106668336696
201910071300,MNO,4768520496
201910071300,ABC,628467516336
201910071300,DEF,1935529247046
201910071300,GHI,1768005271679
201910071300,JKL,7779460279211
201910071300,MNO,4793299352
201910071300,ABC,96001701425
201910071300,DEF,6770674654
201910071400,GHI,570672357503
201910071400,JKL,1776310723075
201910071400,MNO,1835112313726
201910071400,ABC,13887212230405
201910071400,DEF,1071009329
201910071400,GHI,257228954293
201910071400,JKL,1707185889122
201910071400,MNO,1547669000278
201910071400,ABC,4513105403483
201910071400,DEF,665773030296
201910071400,GHI,1871213333007
201910071400,JKL,1850033972845
201910071400,MNO,7317399790468
201910071400,ABC,5301723617
201910071400,DEF,651255095125
201910071400,GHI,1983500309750
201910071400,JKL,1805336636240
201910071400,MNO,7941983133766
201910071400,ABC,9183234453
201910071400,DEF,159658177667
201910071400,GHI,6715468993
201910071500,JKL,585612311241
201910071500,MNO,1806183822995
201910071500,ABC,1823585890028
201910071500,DEF,14145109752752
201910071500,GHI,1041917229
201910071500,JKL,325662929323
201910071500,MNO,2098360117365
201910071500,ABC,1933951883606
201910071500,DEF,5580228932894
201910071500,GHI,673506458238
201910071500,JKL,2000713937339
201910071500,MNO,1987347033499
201910071500,ABC,7746437137198
201910071500,DEF,3421237222
201910071500,GHI,704391572438
201910071500,JKL,2195169250886
201910071500,MNO,2024086365237
201910071500,ABC,8713000714563
201910071500,DEF,13305997037
201910071500,GHI,208704855572
201910071500,JKL,6871079867
201910071600,MNO,627414175097
201910071600,ABC,1888628410463
201910071600,DEF,1871351987750
201910071600,GHI,14708002276486
201910071600,JKL,1085240380
201910071600,MNO,335150918863
201910071600,ABC,2116182661580
201910071600,DEF,1970488578274
201910071600,GHI,5755204131659
201910071600,JKL,761877521074
201910071600,MNO,2295715299782
201910071600,ABC,2313828804021
201910071600,DEF,8917866971708
201910071600,GHI,2452198308
201910071600,JKL,819897741854
201910071600,MNO,2662292284127
201910071600,ABC,2490729835822
201910071600,DEF,10589155393978
201910071600,GHI,14201368256
201910071600,JKL,211760627900
201910071600,MNO,6755669268
201910071700,ABC,640747792847
201910071700,DEF,2006526783237
201910071700,GHI,1921865100954
201910071700,JKL,15071180882722
201910071700,MNO,987374344
201910071700,ABC,341384025202
201910071700,DEF,2230127973389
201910071700,GHI,2058871489280
201910071700,JKL,5888403783929
201910071700,MNO,727479624257
201910071700,ABC,2211816342846
201910071700,DEF,2251129154633
201910071700,GHI,8808468034494
201910071700,JKL,3175564755
201910071700,MNO,701190667599
201910071700,ABC,2263980369763
201910071700,DEF,2091733620384
201910071700,GHI,8931584008628
201910071700,JKL,15011943012
201910071700,MNO,234631619991
201910071700,ABC,6916796284
201910071800,DEF,722771577333
201910071800,GHI,2297844963642
201910071800,JKL,2186090228870
201910071800,MNO,17187144280004
201910071800,ABC,1012243286
201910071800,DEF,369272866753
201910071800,GHI,2314313400058
201910071800,JKL,2144537788047
201910071800,MNO,6204368306196
201910071800,ABC,724482051263
201910071800,DEF,2221882695521
201910071800,GHI,2243634079305
201910071800,JKL,8671462172756
201910071800,MNO,3716382996
201910071800,ABC,707099064963
201910071800,DEF,2257891692923
201910071800,GHI,2057766237532
201910071800,JKL,8982633685961
201910071800,MNO,18214935825
201910071800,ABC,270731067618
201910071800,DEF,7268181297
201910071900,GHI,666198599147
201910071900,JKL,2157377475811
201910071900,MNO,2008365971500
201910071900,ABC,15978837945913
201910071900,DEF,1077596587
201910071900,GHI,407771432197
201910071900,JKL,2534878607896
201910071900,MNO,2301155560802
201910071900,ABC,6990748136291
201910071900,DEF,732310456703
201910071900,GHI,2281869031811
201910071900,JKL,2219719534444
201910071900,MNO,8842638492072
201910071900,ABC,3281501539
201910071900,DEF,722477642409
201910071900,GHI,2331389391314
201910071900,JKL,2160828720525
201910071900,MNO,9249039207805
201910071900,ABC,20593856656
201910071900,DEF,320092131892
201910071900,GHI,6590205392
201910072000,JKL,681205259569
201910072000,MNO,2113881602891
201910072000,ABC,2059543443967
201910072000,DEF,16341685762038
201910072000,GHI,1074866248
201910072000,JKL,386342757754
201910072000,MNO,2486243272388
201910072000,ABC,2317438411617
201910072000,DEF,6845765550546
201910072000,GHI,739093783868
201910072000,JKL,2309324393321
201910072000,MNO,2207941980188
201910072000,ABC,8872819852585
201910072000,DEF,3467670534
201910072000,GHI,742568898849
201910072000,JKL,2357261551515
201910072000,MNO,2162312528898
201910072000,ABC,9388651215956
201910072000,DEF,19363436274
201910072000,GHI,293830281679
201910072000,JKL,6484335142
201910072100,MNO,740771813260
201910072100,ABC,2301711318309
201910072100,DEF,2266296574433
201910072100,GHI,18030580216255
201910072100,JKL,1001092598
201910072100,MNO,395830506254
201910072100,ABC,2606626990268
201910072100,DEF,2469613237724
201910072100,GHI,7292119507796
201910072100,JKL,742220928148
201910072100,MNO,2296749820803
201910072100,ABC,2237312307845
201910072100,DEF,9015391844630
201910072100,GHI,2997245484
201910072100,JKL,707776174351
201910072100,MNO,2174575749973
201910072100,ABC,2034571588695
201910072100,DEF,8728777357797
201910072100,GHI,20276048288
201910072100,JKL,283157605879
201910072100,MNO,7038775622
201910072200,ABC,752209903339
201910072200,DEF,2490739288163
201910072200,GHI,2381910953867
201910072200,JKL,19859428007243
201910072200,MNO,1072586347
201910072200,ABC,401695562427
201910072200,DEF,2770762050423
201910072200,GHI,2667797142631
201910072200,JKL,7794920721950
201910072200,MNO,700176707284
201910072200,ABC,2115875898802
201910072200,DEF,2060225683756
201910072200,GHI,8230576596567
201910072200,JKL,3798755221
201910072200,MNO,652493095525
201910072200,ABC,1955727040656
201910072200,DEF,1812391392619
201910072200,GHI,7760026123357
201910072200,JKL,22855332344
201910072200,MNO,296632754333
201910072200,ABC,7605754174
201910072300,DEF,734273983349
201910072300,GHI,2660233872210
201910072300,JKL,2537763626674
201910072300,MNO,20856449749528
201910072300,ABC,1009459829
201910072300,DEF,420592706823
201910072300,GHI,2986210861578
201910072300,JKL,2720439184819
201910072300,MNO,8126607173646
